オーダー Id,オーダー日,カテゴリ,カテゴリ (Rank.Csv),サブカテゴリ,メーカー,ランク,出荷モード,出荷日,利益,国/領域,地域,市区町村,製品名,都道府県,顧客区分,顧客名,レコード数,レコード数 1,利益率,割引率,売上,数量
JP-2018-3472199,2018/04/06,事務用品,事務用品,アプライアンス,ブレビル,A,セカンド クラス,2018/04/09,"￥7,588",日本,中部地方,小牧市,"ブレビル 冷蔵庫, 白",愛知県,小規模事業所,喜多見 翔,1,1,0.22,0,34498,1
JP-2018-3472199,2018/04/06,事務用品,事務用品,保管箱,Fellowes,A,セカンド クラス,2018/04/09,￥510,日本,中部地方,小牧市,"Fellowes 棚, フル サイズ",愛知県,小規模事業所,喜多見 翔,1,1,0.02,0,23148,6
JP-2018-1463940,2018/11/10,事務用品,事務用品,バインダー,Ibico,A,通常配送,2018/11/16,￥636,日本,関西地方,守口市,"Ibico 穴の補強テープ, 高耐久性",大阪府,消費者,横内 正博,1,1,0.19,0,3396,6
JP-2018-1463940,2018/11/10,事務用品,事務用品,紙,サンディスク,A,通常配送,2018/11/16,"￥5,740",日本,関西地方,守口市,"サンディスク スケジュール帳, 12 パック",大阪府,消費者,横内 正博,1,1,0.44,0,13048,7
JP-2018-1463940,2018/11/10,事務用品,事務用品,紙,Eaton,A,通常配送,2018/11/16,￥928,日本,関西地方,守口市,"Eaton スケジュール帳, リサイクル",大阪府,消費者,横内 正博,1,1,0.34,0,2732,2
JP-2019-2776388,2019/05/09,家具,家具,家具,Advantus,B,ファースト クラス,2019/05/10,"￥3,072",日本,関東地方,藤沢市,"Advantus 時計, 黒",神奈川県,消費者,柵木 葵,1,1,0.15,0,20556,6
JP-2019-2776388,2019/05/09,家具,家具,本棚,Sauder,B,ファースト クラス,2019/05/10,"￥5,092",日本,関東地方,藤沢市,"Sauder キャビネット, メタル",神奈川県,消費者,柵木 葵,1,1,0.23,0,22152,2
JP-2018-1497498,2018/05/26,事務用品,事務用品,保管箱,Smead,A,ファースト クラス,2018/05/28,￥416,日本,関東地方,新座市,"Smead フォルダ, メタル",埼玉県,小規模事業所,積田 千代,1,1,0.19,0,2208,2
JP-2018-1497498,2018/05/26,事務用品,事務用品,アプライアンス,クイジナート,A,ファースト クラス,2018/05/28,"￥6,496",日本,関東地方,新座市,"クイジナート 電子レンジ, 赤",埼玉県,小規模事業所,積田 千代,1,1,0.05,0,129948,7
JP-2018-1497498,2018/05/26,家電,家電,コピー機,シャープ,S,ファースト クラス,2018/05/28,"￥9,504",日本,関東地方,新座市,"シャープ ファックス, カラー",埼玉県,小規模事業所,積田 千代,1,1,0.24,0,39612,2
JP-2018-1914122,2018/05/22,事務用品,事務用品,画材,Sanford,A,通常配送,2018/05/28,￥600,日本,東北地方,石巻市,"Sanford スケッチ帳, 青",宮城県,小規模事業所,中里 茂,1,1,0.05,0,12128,4
JP-2018-1914122,2018/05/22,事務用品,事務用品,紙,ゼロックス,A,通常配送,2018/05/28,"￥1,128",日本,東北地方,石巻市,"ゼロックス スケジュール帳, マルチカラー",宮城県,小規模事業所,中里 茂,1,1,0.26,0,4356,3
JP-2018-1914122,2018/05/22,事務用品,事務用品,ラベル,Harbour Creations,A,通常配送,2018/05/28,￥236,日本,東北地方,石巻市,"Harbour Creations 色分けラベル, 赤",宮城県,小規模事業所,中里 茂,1,1,0.14,0,1696,2
JP-2018-1914122,2018/05/22,家具,家具,家具,Eldon,B,通常配送,2018/05/28,"￥11,592",日本,東北地方,石巻市,"Eldon 時計, 黒",宮城県,小規模事業所,中里 茂,1,1,0.44,0,26376,7
JP-2018-1914122,2018/05/22,家電,家電,電話機,アップル,S,通常配送,2018/05/28,"￥79,744",日本,東北地方,石巻市,"アップル 充電器, 大容量パック",宮城県,小規模事業所,中里 茂,1,1,0.47,0,169680,4
JP-2019-2351073,2019/09/26,事務用品,事務用品,クリップ,Stockwell,A,通常配送,2019/09/30,"￥1,362",日本,九州,田川郡川崎町,"Stockwell 輪ゴム, メタル",福岡県,小規模事業所,片見 小百合,1,1,0.41,0,3330,3
JP-2019-2351073,2019/09/26,事務用品,事務用品,文房具,Elite,A,通常配送,2019/09/30,"￥3,780",日本,九州,田川郡川崎町,"Elite はさみ, 業務用",福岡県,小規模事業所,片見 小百合,1,1,0.47,0,8050,5
JP-2019-3145088,2019/11/22,事務用品,事務用品,保管箱,Tenex,A,通常配送,2019/11/26,-￥723,日本,関東地方,新宿区,"Tenex ボックス, フル サイズ",東京都,大企業,鷲田 正男,1,1,-0.09,0.15,8430,9
JP-2019-3145088,2019/11/22,家電,家電,付属品,サンディスク,S,通常配送,2019/11/26,"￥6,748",日本,関東地方,新宿区,"サンディスク メモリ カード, 高耐久性",東京都,大企業,鷲田 正男,1,1,0.12,0.15,57436,9
JP-2019-3145088,2019/11/22,事務用品,事務用品,ラベル,Hon,A,通常配送,2019/11/26,￥217,日本,関東地方,新宿区,"Hon ファイル フォルダ ラベル, 調整可能",東京都,大企業,鷲田 正男,1,1,0.29,0.15,,2
JP-2019-3145088,2019/11/22,事務用品,事務用品,バインダー,アコ,A,通常配送,2019/11/26,"-￥3,681",日本,関東地方,新宿区,"アコ とじ機, 高耐久性",東京都,大企業,鷲田 正男,1,1,-0.18,0.15,20861,7
JP-2019-3145088,2019/11/22,事務用品,事務用品,封筒,Ames,A,通常配送,2019/11/26,￥379,日本,関東地方,新宿区,"Ames テープ付き, シルバー",東京都,大企業,鷲田 正男,1,1,0.32,0.15,1195,1
JP-2020-2219144,2020/09/24,家電,家電,電話機,モトローラ,S,通常配送,2020/09/29,"-￥22,281",日本,関東地方,流山市,"モトローラ 充電器, 青",千葉県,消費者,餌取 直美,1,1,-0.43,0.4,51415,2
JP-2020-2219144,2020/09/24,事務用品,事務用品,バインダー,アコ,A,通常配送,2020/09/29,"-￥1,649",日本,関東地方,流山市,"アコ バインダー カバー, リサイクル",千葉県,消費者,餌取 直美,1,1,-0.5,0.4,3283,6
JP-2020-2219144,2020/09/24,家具,家具,テーブル,Bevis,B,通常配送,2020/09/29,"-￥88,643",日本,関東地方,流山市,"Bevis コンピュータ用机, 白",千葉県,消費者,餌取 直美,1,1,-0.42,0.3,208618,9
JP-2018-2104434,2018/11/09,事務用品,事務用品,画材,BIC,A,通常配送,2018/11/14,-￥208,日本,中部地方,安城市,"BIC 蛍光ペン, 大容量パック",愛知県,大企業,多賀 美優,1,1,-0.12,0.3,1792,2
JP-2019-1950692,2019/09/14,家具,家具,椅子,Novimex,B,通常配送,2019/09/20,"￥59,210",日本,九州,田川郡川崎町,"Novimex 肘掛け椅子, 黒",福岡県,小規模事業所,尾谷 孝,1,1,0.39,0,151840,5
JP-2020-2410166,2020/01/24,家具,家具,椅子,Safco,B,即日配送,2020/01/24,"￥1,484",日本,四国,四国中央市,"SAFCO 折り畳み式の椅子, 赤",愛媛県,大企業,松平 静香,1,1,0.13,0,11428,2
JP-2020-2410166,2020/01/24,事務用品,事務用品,文房具,Kleencut,A,即日配送,2020/01/24,"￥1,764",日本,四国,四国中央市,"Kleencut はさみ, 青",愛媛県,大企業,松平 静香,1,1,0.17,0,10402,7
JP-2019-1091673,2019/11/15,事務用品,事務用品,保管箱,Eldon,A,通常配送,2019/11/19,"-￥24,472",日本,東北地方,いわき市,"Eldon ロッカー, 業務用",福島県,小規模事業所,大舘 翔太,1,1,-0.62,0.4,39678,5
JP-2019-1091673,2019/11/15,事務用品,事務用品,クリップ,Stockwell,A,通常配送,2019/11/19,￥213,日本,東北地方,いわき市,"Stockwell ホチキス, 12 パック",福島県,小規模事業所,大舘 翔太,1,1,0.13,0.4,1637,4
JP-2018-1058309,2018/05/26,家具,家具,本棚,Sauder,B,通常配送,2018/05/30,"￥15,480",日本,関東地方,川崎市川崎区,"Sauder 書庫, メタル",神奈川県,消費者,加倉井 朋美,1,1,0.3,0,51612,2
JP-2018-1136794,2018/06/02,事務用品,事務用品,紙,Green Bar,A,通常配送,2018/06/06,-￥1,日本,北海道,江別市,"Green Bar 硫酸紙, リサイクル",北海道,大企業,草間 実,1,1,0,0.4,1327,2
JP-2018-1136794,2018/06/02,事務用品,事務用品,保管箱,Fellowes,A,通常配送,2018/06/06,"-￥14,306",日本,北海道,江別市,"Fellowes ファイル カート, 青",北海道,大企業,草間 実,1,1,-0.65,0.4,21970,4
JP-2018-1136794,2018/06/02,家具,家具,椅子,Hon,B,通常配送,2018/06/06,"-￥30,172",日本,北海道,江別市,"Hon 肘掛け椅子, 赤",北海道,大企業,草間 実,1,1,-0.18,0.4,164570,9
JP-2018-1136794,2018/06/02,事務用品,事務用品,封筒,Kraft,A,通常配送,2018/06/06,"-￥2,042",日本,北海道,江別市,"Kraft 茶封筒, 赤",北海道,大企業,草間 実,1,1,-0.57,0.4,3604,3
JP-2018-1136794,2018/06/02,家電,家電,コピー機,キヤノン,S,通常配送,2018/06/06,"-￥10,435",日本,北海道,江別市,"キヤノン 家庭用コピー機, 赤",北海道,大企業,草間 実,1,1,-0.62,0.4,16913,3
JP-2019-1082729,2019/07/31,事務用品,事務用品,保管箱,Fellowes,A,セカンド クラス,2019/08/04,￥255,日本,九州,出水市,"Fellowes ロッカー, フル サイズ",鹿児島,大企業,東條 麗華,1,1,0.01,0,41472,3
JP-2018-1040406,2018/12/27,家電,家電,付属品,サンディスク,S,通常配送,2019/01/01,"￥5,130",日本,関東地方,伊勢崎市,"サンディスク ルータ, 高耐久性",群馬県,消費者,金子 延,1,1,0.06,0,85520,5
JP-2018-1040406,2018/12/27,事務用品,事務用品,保管箱,Tenex,A,通常配送,2019/01/01,￥340,日本,関東地方,伊勢崎市,"Tenex ファイル カート, フル サイズ",群馬県,消費者,金子 延,1,1,0.01,0,35776,4
JP-2018-1040406,2018/12/27,事務用品,事務用品,保管箱,Rogers,A,通常配送,2019/01/01,￥85,日本,関東地方,伊勢崎市,"Rogers ロッカー, フル サイズ",群馬県,消費者,金子 延,1,1,0.01,0,14110,1
JP-2018-1040406,2018/12/27,事務用品,事務用品,バインダー,Avery,A,通常配送,2019/01/01,￥630,日本,関東地方,伊勢崎市,"Avery バインダー カバー, リサイクル",群馬県,消費者,金子 延,1,1,0.12,0,5334,7
JP-2018-4094485,2018/05/16,家具,家具,家具,Eldon,B,セカンド クラス,2018/05/21,"-￥4,562",日本,中部地方,浜松市中区,"Eldon 時計, プレミアム",静岡県,大企業,藤ケ崎 直美,1,1,-0.52,0.4,8822,4
JP-2020-2104434,2020/08/13,事務用品,事務用品,保管箱,Tenex,A,通常配送,2020/08/20,-￥147,日本,関東地方,新宿区,"Tenex フォルダ, 青",東京都,小規模事業所,阪東 蓮,1,1,-0.11,0.15,1316,1
JP-2018-1375981,2018/10/18,家具,家具,本棚,Sauder,B,通常配送,2018/10/22,"￥23,220",日本,関西地方,堺市堺区,"Sauder 書庫, メタル",大阪府,大企業,山坂 重子,1,1,0.3,0,77418,3
JP-2018-1375981,2018/10/18,事務用品,事務用品,アプライアンス,クイジナート,A,通常配送,2018/10/22,"￥2,816",日本,関西地方,堺市堺区,"クイジナート トースター, 黒",大阪府,大企業,山坂 重子,1,1,0.2,0,14104,4
JP-2018-1375981,2018/10/18,家電,家電,付属品,ロジクール,S,通常配送,2018/10/22,"￥1,224",日本,関西地方,堺市堺区,"ロジクール フラッシュ ドライブ, 高耐久性",大阪府,大企業,山坂 重子,1,1,0.1,0,12288,6
JP-2019-1218022,2019/03/22,家電,家電,事務機器,エプソン,S,ファースト クラス,2019/03/24,"￥8,628",日本,関西地方,東大阪市,"エプソン インクジェット, マルチカラー",大阪府,消費者,黒澤 翔,1,1,0.14,0,61644,3
JP-2019-1228687,2019/08/09,家具,家具,椅子,Safco,B,即日配送,2019/08/09,"-￥3,265",日本,北海道,函館市,"SAFCO ビーチ チェア, 赤",北海道,大企業,五島 克己,1,1,-0.55,0.4,5933,3
JP-2019-2633403,2019/01/17,家電,家電,付属品,ベルキン,S,通常配送,2019/01/22,￥980,日本,関東地方,厚木市,"ベルキン フラッシュ ドライブ, リサイクル",神奈川県,消費者,辺見 翔太,1,1,0.37,0,2650,1
JP-2020-2885971,2020/01/18,家具,家具,本棚,Sauder,B,通常配送,2020/01/22,"￥10,476",日本,東北地方,東村山郡中山町,"Sauder 棚セット, メタル",山形県,消費者,佐田 美羽,1,1,0.27,0,38808,3
JP-2020-2975756,2020/08/30,家電,家電,コピー機,シャープ,S,通常配送,2020/09/03,"￥40,806",日本,四国,今治市,"シャープ ファックスとコピー機, カラー",愛媛県,消費者,伝田 哲也,1,1,0.4,0,102024,9
JP-2020-2975756,2020/08/30,家具,家具,椅子,Office Star,B,通常配送,2020/09/03,"￥4,398",日本,四国,今治市,"Office Star ビーチ チェア, 調整可能",愛媛県,消費者,伝田 哲也,1,1,0.38,0,11586,3
JP-2020-2975756,2020/08/30,家電,家電,コピー機,キヤノン,S,通常配送,2020/09/03,"￥39,372",日本,四国,今治市,"キヤノン 無線ファックス, 2 つセット",愛媛県,消費者,伝田 哲也,1,1,0.26,0,151464,6
JP-2020-2975756,2020/08/30,事務用品,事務用品,画材,Boston,A,通常配送,2020/09/03,"￥4,482",日本,四国,今治市,"Boston スケッチ帳, メタル",愛媛県,消費者,伝田 哲也,1,1,0.15,0,29916,9
JP-2019-1133502,2019/10/04,家具,家具,椅子,Office Star,B,通常配送,2019/10/10,"￥63,560",日本,関東地方,東松山市,"Office Star 肘掛け椅子, 2 つセット",埼玉県,小規模事業所,城川 優太,1,1,0.29,0,219184,7
JP-2017-1038631,2017/01/03,事務用品,事務用品,ラベル,Avery,A,通常配送,2017/01/09,￥533,日本,関東地方,松戸市,"Avery 取り外し可能ラベル, 高耐久性",千葉県,消費者,阿波根 克己,1,1,0.13,0.4,4007,9
JP-2018-1039545,2018/06/13,事務用品,事務用品,ラベル,Smead,A,セカンド クラス,2018/06/15,￥158,日本,九州,遠賀郡芦屋町,"Smead ファイル フォルダ ラベル, 白",福岡県,消費者,鷹巣 恵美,1,1,0.27,0,,1
JP-2017-2044820,2017/11/12,事務用品,事務用品,封筒,Jiffy,A,ファースト クラス,2017/11/13,￥456,日本,東北地方,八戸市,"Jiffy クラフト封筒, 赤",青森県,小規模事業所,苅込 蓮,1,1,0.19,0,2412,3
JP-2018-1693580,2018/06/18,事務用品,事務用品,ラベル,Harbour Creations,A,セカンド クラス,2018/06/23,"￥1,498",日本,中国地方,福山市,"Harbour Creations 取り外し可能ラベル, 高耐久性",広島県,大企業,荒畑 大翔,1,1,0.3,0,5012,7
JP-2018-3145088,2018/09/04,家電,家電,付属品,ベルキン,S,セカンド クラス,2018/09/09,"￥6,904",日本,中部地方,豊田市,"ベルキン ルータ, 高耐久性",愛知県,消費者,岩原 萌,1,1,0.4,0,17264,1
JP-2017-1389235,2017/07/19,事務用品,事務用品,バインダー,カーディナル,A,通常配送,2017/07/26,"￥6,144",日本,中国地方,呉市,"カーディナル とじ機, リサイクル",広島県,消費者,出石 三郎,1,1,0.46,0,13368,4
JP-2017-1389235,2017/07/19,家電,家電,コピー機,ブラザー,S,通常配送,2017/07/26,"￥49,986",日本,中国地方,呉市,"ブラザー 無線ファックス, 2 つセット",広島県,消費者,出石 三郎,1,1,0.22,0,227286,9
JP-2020-1192276,2020/07/09,事務用品,事務用品,保管箱,Eldon,A,ファースト クラス,2020/07/11,"-￥2,370",日本,関東地方,新宿区,"Eldon トレイ, フル サイズ",東京都,大企業,勝部 一樹,1,1,-0.15,0.15,16320,6
JP-2020-1192276,2020/07/09,家電,家電,事務機器,コニカ,S,ファースト クラス,2020/07/11,"￥10,161",日本,関東地方,新宿区,"コニカ カード プリンター, 高耐久性",東京都,大企業,勝部 一樹,1,1,0.34,0.15,29799,3
JP-2018-1599350,2018/04/11,事務用品,事務用品,文房具,Fiskars,A,セカンド クラス,2018/04/13,￥425,日本,九州,田川郡川崎町,"Fiskars カッター ナイフ, 業務用",福岡県,消費者,坂本 涼,1,1,0.03,0,12380,5
JP-2018-3524002,2018/02/10,家具,家具,椅子,Hon,B,通常配送,2018/02/15,"￥38,248",日本,中国地方,倉敷市,"Hon 折り畳み式の椅子, 2 つセット",岡山県,小規模事業所,中里 茂,1,1,0.49,0,78092,14
JP-2018-1000099,2018/04/01,事務用品,事務用品,保管箱,Smead,A,通常配送,2018/04/05,"-￥3,626",日本,中国地方,宇部市,"Smead トレイ, フル サイズ",山口県,小規模事業所,早崎 学,1,1,-0.62,0.4,5821,3
JP-2018-1000099,2018/04/01,事務用品,事務用品,保管箱,Tenex,A,通常配送,2018/04/05,"-￥2,033",日本,中国地方,宇部市,"Tenex ロッカー, メタル",山口県,小規模事業所,早崎 学,1,1,-0.25,0.4,8129,1
JP-2018-1000099,2018/04/01,事務用品,事務用品,紙,ゼロックス,A,通常配送,2018/04/05,-￥819,日本,中国地方,宇部市,"ゼロックス スケジュール帳, マルチカラー",山口県,小規模事業所,早崎 学,1,1,-0.24,0.4,3485,4
JP-2018-1000099,2018/04/01,事務用品,事務用品,画材,Binney & Smith,A,通常配送,2018/04/05,￥92,日本,中国地方,宇部市,"Binney & Smith スケッチ帳, 青",山口県,小規模事業所,早崎 学,1,1,0.02,0.4,5558,3
JP-2018-1000099,2018/04/01,事務用品,事務用品,封筒,GlobeWeis,A,通常配送,2018/04/05,"-￥4,774",日本,中国地方,宇部市,"GlobeWeis 茶封筒, 50 枚セット",山口県,小規模事業所,早崎 学,1,1,-0.48,0.4,9860,9
JP-2020-3524002,2020/06/24,家電,家電,電話機,アップル,S,通常配送,2020/06/29,￥255,日本,中部地方,小松市,"アップル オフィス用電話機, 各種サイズ",石川県,小規模事業所,菱沼 勇,1,1,0.02,0,13626,3
JP-2019-1432967,2019/01/22,事務用品,事務用品,保管箱,Smead,A,通常配送,2019/01/26,"￥2,548",日本,関西地方,高槻市,"Smead ファイル カート, メタル",大阪府,大企業,浅井 夏希,1,1,0.15,0,16996,2
JP-2018-1350922,2018/08/08,家具,家具,家具,Eldon,B,通常配送,2018/08/12,￥252,日本,中部地方,藤枝市,"Eldon 電球, 黒",静岡県,消費者,下沢 翔太,1,1,0.08,0.4,3024,3
JP-2018-1399731,2018/08/26,家電,家電,電話機,サムスン,S,通常配送,2018/08/31,"-￥76,352",日本,関西地方,四日市市,"サムスン 充電器, 大容量パック",三重県,消費者,谷奥 大地,1,1,-0.6,0.4,127248,5
